Job_Role,Company,Experience,Salary,Location,Key_Skills,Post_History,machine learning,python,data science,analytical,artificial intelligence,it skills,big data,data analysis
urgently looking for data scientist for bangalore and gurgaon location,DELTA SYS-TECH(INDIA) PVT LTD   ,7-10 Yrs,"2,00,000 - 7,00,000 PA.","Noida, Rewari, Beri, Jhajjar, Gurgaon, Bhiwadi, Matenhail, Bangalore, Greater Noida(WFH during Covid)","r,communications,sql,python,java,it skills,data scientist",29 Days Ago,0,1,0,0,0,1,0,0
junior data science professional,Harmony Data Integration Technologies,1-3 Yrs,700000 - 900000 PA.,Chandigarh,"golang,data science,python,go,analytical,communication,spark,r",29 Days Ago,0,1,1,1,0,0,0,0
looking for devops (network) data engineer,Truetech Solutions Private Limited  ,3-8 Yrs,"5,00,000 - 14,00,000 PA.","Hyderabad, Chennai, Bangalore","it skills,python,devops,kibana,data enrichment,webhooks,kafka,rest framework",30+ Days Ago,0,1,0,0,0,1,0,0
data engineer - python/scala,Huquo Consulting Pvt. Ltd,2-7 Yrs,800000 - 1200000 PA.,Gurgaon,"scala,oracle,python,it skills,data science,big data,aws,pyspark",2 Days Ago,0,1,1,0,0,1,1,0
data scientist - hyderabad,Shanvi Staffing And Training Services,5-10 Yrs,2000000 - 2600000 PA.,Hyderabad,"flask,tableau,looker,python,cloud,it skills,data science,healthcare",2 Days Ago,0,1,1,0,0,1,0,0
data engineer - sas,CHANGE LEADERS CONSULTING,3-5 Yrs,600000 - 1400000 PA.,"Hyderabad, Pune","base sas,python,data extraction,qlik sense,data warehousing,etl,talend,qlick view",2 Days Ago,0,1,0,0,0,0,0,0
immediate opening for data engineer - bangalore,Truetech Solutions Private Limited  ,7-12 Yrs,2000000 - 2700000 PA.,Bangalore,"business intelligence,data analysis,team management,analytics",30+ Days Ago,0,0,0,0,0,0,0,1
urgent hiring for data engineer- ahmedabad,Samridhi    ,4-9 Yrs,1400000 - 1900000 PA.,Ahmedabad,"data engineering,artificial intelligence,ml",30+ Days Ago,0,0,0,0,1,0,0,0
"manager, data sciences",Thomson Reuters,7-11 Yrs,2000000 - 2500000 PA.,Bangalore,"statistical modeling,excel,analytical,diversity and inclusion,advanced excel,taxation,data visualization,data mining",8 Days Ago,0,0,0,1,0,0,0,0
data analyst_ google analytics_ immediate joiner,Guidesly India Private Limited ,8-13 Yrs,"10,00,000 - 20,00,000 PA.",Remote,"google analytics,google tag manager,adobe analytics,tealium,it skills,python,google tag management,business intelligence",14 Days Ago,0,1,0,0,0,1,0,0
azure data engineer,Provance Business Consulting Pvt. Ltd.,5-10 Yrs,1800000 - 2800000 PA.,Bangalore,"azure,data visualisation,python,power bi,data integrator scripts,workflows,transforms,tableau",16 Days Ago,0,1,0,0,0,0,0,0
data engineer,Adept Global,1-4 Yrs,800000 - 1200000 PA.,Bangalore,"hadoop,kafka,spark,data engineer,big data,database,aws,sql",30+ Days Ago,0,0,0,0,0,0,1,0
lead- data science,Think360.ai,5-8 Yrs,1200000 - 1900000 PA.,Mumbai,"ultrix,r,python,ml modeling,data science,statistical modeling,data sandbox",30+ Days Ago,0,1,1,0,0,0,0,0
data scientist - sql/r/python,iMindYourBusiness,4-8 Yrs,1300000 - 1700000 PA.,Bangalore,"python,debugging,analysis,data mining,jmp,sas,text analytics,social media analytics",30 Days Ago,0,1,0,0,0,0,0,0
job openings in leading company-data scientist-bangalore,Enrich and Enlight  ,5-7 Yrs,1100000 - 1800000 PA.,Bangalore,"bi tools,python,sql,sas,tableau,qlik",19 Days Ago,0,1,0,0,0,0,0,0
data science head / director,MAAHI COGNITIVE WELLBEING LLP ,14-20 Yrs,"45,00,000 - 50,00,000 PA.",Hyderabad(WFH during Covid),"r,python,machine learning,science,ai,it skills,data science,data science director",13 Days Ago,1,1,1,0,0,1,0,0
data scientist,SKILLVENTORY,2-4 Yrs,700000 - 1100000 PA.,"Indore, Bangalore","it skills,data science,big data,cloud,big data analytics,python,nosql,aws",30+ Days Ago,0,1,1,0,0,1,1,0
azure data engineer/ lead data engineer- adf+adb+python(brillio),CHANGE LEADERS CONSULTING,3-8 Yrs,"5,00,000 - 12,00,000 PA.",Bangalore,"azure data factory,azure data bricks,azure,data analysis,modelling,azure sql server,etl,analytical",20 Days Ago,0,0,0,1,0,0,0,1
associate principal - data engineering  (architect),CHANGE LEADERS CONSULTING,15-18 Yrs,2400000 - 3700000 PA.,"New Delhi, Chennai","modeling,it skills,python,data science,capital market,life cycle,data engineering,use cases",23 Days Ago,0,1,1,0,0,1,0,0
data scientist- (3-6 years),CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,3-6 Yrs,1200000 - 1800000 PA.,Remote,"pyspark,python,data analysis,hive,oracle,databases,aml,net",24 Days Ago,0,1,0,0,0,0,0,1
junior data scientist,GreatLearning,1-5 Yrs,800000 - 1200000 PA.,"Chennai, Gurgaon","automation,operations manager,manager program management,feasibility analysis,data analysis,data cleansing,data collection,tableau",30+ Days Ago,0,0,0,0,0,0,0,1
data engineer -mumbai/bangalore - aws experience must,EVOLVE TECHNOLOGIES AND SERVICES PRIVATE LIMITED ,3-8 Yrs,1300000 - 1900000 PA.,"Bangalore, Mumbai (All Areas)","it skills,java,python,testing,cloud,big data,aws,data engineering",26 Days Ago,0,1,0,0,0,1,1,0
hiring for data scientist,PROMPT PERSONNEL PRIVATE LIMITED ,2-7 Yrs,"8,00,000 - 18,00,000 PA.","Mumbai, Pune, Bangalore","data science,sas,marketing analytics,statistical tools,risk analytics,data modeling,business understanding,python",26 Days Ago,0,1,1,0,0,0,0,0
data engineer,Corner Tree Consulting,3-5 Yrs,700000 - 1400000 PA.,Bangalore,"aws rds,json,sql,it skills,angularjs,node.js,javascript,big data",28 Days Ago,0,0,0,0,0,1,1,0
data engineer & data engineer lead 4-10 yrs !! immediate interviews !!,FASTRA CORPORATION PRIVATE LIMITED ,4-9 Yrs,"7,00,000 - 17,00,000 PA.","Hyderabad, Bangalore, Mumbai (All Areas)(WFH during Covid)","it skills,python,data science,cloud,jenkins,aws,airflow,unix",27 Days Ago,0,1,1,0,0,1,0,0
data engineer,Perex Engineering Pvt Ltd ,3-8 Yrs,"12,00,000 - 22,00,000 PA.","Chennai, Bangalore(WFH during Covid)","spark,etl,aws,it skills,java,python,testing,big data",28 Days Ago,0,1,0,0,0,1,1,0
data scientist - recommender systems,The Parent Company,8-12 Yrs,1700000 - 2500000 PA.,"Mumbai, Andheri East","recommender systems,deep learning,nlp,it skills,python,aws,scipy,learn-to-rank",30+ Days Ago,0,1,0,0,0,1,0,0
urgent opening for data engineer ( uk based mnc- gurgaon ),LANDMARK ADV,3-5 Yrs,"9,00,000 - 15,00,000 PA.",Delhi / NCR,"python,data analysis,etl,data modelling,snowflake,power bi,aws,sql",30 Days Ago,0,1,0,0,0,0,0,1
opening with an private bank - data engineer (data science),Value Find,4-8 Yrs,1200000 - 1700000 PA.,New Delhi,"data science,data engineering,data analysis,social media,artificial intelligence,natural language processing,big data,data mining",30+ Days Ago,0,0,1,0,1,0,1,1
data scientist,BigTapp Analytics Pte Ltd,5-10 Yrs,1700000 - 2800000 PA.,Chennai,"c++,data analysis,prototype,sas,cassandra,analytical,spss,data visualization",30+ Days Ago,0,0,0,1,0,0,0,1
data engineer - cloud	,Ferns N Petals Pvt. Ltd,2-7 Yrs,600000 - 1000000 PA.,Delhi / NCR(Sultanpur),"pyspark,cloud data,hadoop,snowflake,spark,apache,sql",30+ Days Ago,0,0,0,0,0,0,0,0
data scientist - sql/ r/ python,iMindYourBusiness,4-8 Yrs,1400000 - 1800000 PA.,Bangalore,"sql,r,python,logistic regression,neural networks,data warehousing,random forests,jmp",30+ Days Ago,0,1,0,0,0,0,0,0
hiring data engineer (decision science unit) with a leading bank,SKILLVENTORY,4-8 Yrs,1100000 - 1800000 PA.,New Delhi,"social media,artificial intelligence,natural language processing,problem solving,data analysis,big data,data mining,data architecture",30+ Days Ago,0,0,0,0,1,0,1,1
data scientist - sql/r/python,iMindYourBusiness,4-8 Yrs,1400000 - 1700000 PA.,Bangalore,"r,sql,python,data scientist,data management,data mining,data warehousing,data analytics",30+ Days Ago,0,1,0,0,0,0,0,0
data science engineer,Cleveron Techworks Pvt. Ltd,3-7 Yrs,1400000 - 1900000 PA.,Chennai,"tensorflow,ml ops,spark,aws,python,sql",30+ Days Ago,0,1,0,0,0,0,0,0
data scientist | bangalore,Idyllic Services Pvt Ltd,4-6 Yrs,1200000 - 1900000 PA.,Bangalore,"django,r,scikit,query,jira,algorithms,excel,flask",19 Days Ago,0,0,0,0,0,0,0,0
senior director -  data science,Course5,10-15 Yrs,"25,00,000 - 40,00,000 PA.","Gurgaon, Bangalore","data science,life sciences,tableau",22 Days Ago,0,0,1,0,0,0,0,0
data analyst - go-pay,C42 Engineering India Pvt. Ltd.,3-8 Yrs,1100000 - 1800000 PA.,Bangalore,"product management,computer science,data analysis,html,business intelligence,data mining,analytics,sql",30+ Days Ago,0,0,0,0,0,0,0,1
data analyst,Inspiration Manpower Consultancy Private Ltd,4-9 Yrs,1200000 - 1800000 PA.,"Pune, Gurgaon, Chennai, Bangalore","hadoop,spark,sql,hive,python,pyspark,it skills,data analyst",2 Days Ago,0,1,0,0,0,1,0,0
principal architect - deep learning startup,Connexions,9-14 Yrs,1700000 - 2800000 PA.,Bangalore,"deep learning,docker,kubernetes,it skills,python,cloud,big data,aws",30+ Days Ago,0,1,0,0,0,1,1,0
data science statistical analysis and implementation,Tcg Digital Solutions,1-4 Yrs,800000 - 900000 PA.,Remote,"it skills,python,data science,machine learning,cloud,statics,statistical analysis",2 Days Ago,1,1,1,0,0,1,0,0
deep learning-computer vision-bangalore-product based mnc company,PEOPLESTRONG TECHNOLOGIES PRIVATE LIMITED  ,8-12 Yrs,"15,00,000 - 25,00,000 PA.",Bangalore,"python,computer vision,deep learning,tensorflow,numpy,pandas,data analysis,it skills",26 Days Ago,0,1,0,0,0,1,0,1
jr data analyst/persistent,Optico Solutions Pvt. Ltd.,3-5 Yrs,800000 - 1300000 PA.,"Pune, Bangalore","mysql,postgresql,data analysis",1 Day Ago,0,0,0,0,0,0,0,1
"data analyst / day shift-b'lore,indiranagar(work from office)",Black and White Business Solutions Pvt Ltd  ,1-1 Yrs,800000 - 1300000 PA.,Bangalore,"zoho,sql queries,tableau,business solutions,business process,data analysis,data maintenance,advanced excel",2 Days Ago,0,0,0,0,0,0,0,1
data analyst expert,Ericsson Global Services,10-12 Yrs,1800000 - 2600000 PA.,Noida,"business process,data analysis,sap,data management,project management,html,microsoft,business intelligence",4 Days Ago,0,0,0,0,0,0,0,1
data analyst,Leading Manufacturing Company,3-7 Yrs,1400000 - 1900000 PA.,Pune,"r,soft skills,python,data analysis,data analytics,data modeling,data stewardship,power bi",6 Days Ago,0,1,0,0,0,0,0,1
project lead - data analyst /technical specialist,JobsTV India,6-10 Yrs,"12,00,000 - 22,00,000 PA.","Hyderabad, Pune, Bangalore","tableau,power bi,it skills,data science,cloud,devops,aws,azure",30+ Days Ago,0,0,1,0,0,1,0,0
principal architect - deep learning startup,Connexions,9-14 Yrs,1700000 - 2800000 PA.,Bangalore,"python,deep learning,kubernetes,it skills,cloud,aws,azure,multi cloud",30+ Days Ago,0,1,0,0,0,1,0,0
data analyst/ etl tester/ data migration/ data warehouse,SBCS INDIA PRIVATE LIMITED ,4-8 Yrs,1100000 - 1900000 PA.,"Hyderabad, Salem, Chennai, Coimbatore, Bangalore","etl testing,sql server,data warehouse,data migration,data analyst,dwh testing",Just Now,0,0,0,0,0,0,0,0
data analyst with leading bank at airoli.,KWICKHUNT ,3-7 Yrs,"10,00,000 - 14,00,000 PA.","Thane, Navi Mumbai, Mumbai (All Areas)","data engineer,data scientist,modelling,data analyst,data lake",1 Day Ago,0,0,0,0,0,0,0,0
data analyst,Netlink,2-5 Yrs,700000 - 1200000 PA.,"Bhopal, Pune, Chennai","sas,data analysis,database design,data mining,process improvement,information management,data collection,data analyst",30+ Days Ago,0,0,0,0,0,0,0,1
data analyst - insights for delhi (sql needed),CAASTLE TECHNOLOGY AND SERVICES INDIA PVT. LTD.,2-5 Yrs,700000 - 900000 PA.,Delhi / NCR(Sarita Vihar)(WFH during Covid),"data visualization,data analytics,sql,qlikview,tableau,data science,ms sql,mysql",Just Now,0,0,1,0,0,0,0,0
data analyst,Optum,5-10 Yrs,1600000 - 2500000 PA.,"Noida, Hyderabad, Gurgaon","data warehouse,advanced sql server,advanced sql,it skills,tableau,business intelligence tools,data quality,data analysis",2 Days Ago,0,0,0,0,0,1,0,1
data analyst ( back office ),Intelegencia,3-5 Yrs,800000 - 1400000 PA.,"Kochi/Cochin, Noida","tableau,communication,zendesk,microsoft outlook,excel,it skills,order management,interpersonal skills",30+ Days Ago,0,0,0,0,0,1,0,0
data analyst- clinical trials,calyx,1-5 Yrs,700000 - 1300000 PA.,Hyderabad,"clinical research,data analysis,clinical trials,knowledge sharing,ich-gcp guidelines,project management,written communication,regulatory requirements",2 Days Ago,0,0,0,0,0,0,0,1
data analyst,Multi Recruit   ,1-4 Yrs,"12,00,000 - 15,00,000 PA.",Bangalore,"sql is a must -- mandatory,databases,bigquery,mysql,startup experience is a plus,data analysis,tableau,analytics",14 Days Ago,0,0,0,0,0,0,0,1
data analyst,SuperFoods Village,1-3 Yrs,"3,00,000 - 6,00,000 PA.",Remote,"data structures, data mining,data maintenance,data extraction,data scrapping,data entry",22 Days Ago,0,0,0,0,0,0,0,0
lead data analyst,Zilingo.com,2-5 Yrs,700000 - 1000000 PA.,Bangalore,"customer segmentation,data science,trend forecasting,inventory management,e-commerce,data analytics,private label,data warehousing",30+ Days Ago,0,0,1,0,0,0,0,0
sql data analyst pyspark,VRIT TECHNO SOFT PRIVATE LIMITED ,3-4 Yrs,700000 - 900000 PA.,Hyderabad(Madhapur),"pyspark,sql",1 Day Ago,0,0,0,0,0,0,0,0
data analyst,TERAMAX INDIA PRIVATE LIMITED ,1-3 Yrs,600000 - 1300000 PA.,Pune(Baner),"google analytics,solid knowledge of website analytics tools e.g.,web trends",1 Day Ago,0,0,0,0,0,0,0,0
data analyst / mis executive,SNEHA SYNERGY SOLUTIONS PVT LTD,1-3 Yrs,800000 - 1400000 PA.,Hyderabad(Ameerpet),"pivot table,vlookup,formulas,advanced excel,hlookup",1 Day Ago,0,0,0,0,0,0,0,0
data analyst / mis executive,Aakriti Constructions & Developers Pvt Ltd,1-3 Yrs,"2,50,000 - 3,50,000 PA.",Hyderabad,"data analysis,mis reporting",2 Days Ago,0,0,0,0,0,0,0,1
data analyst,South Star Software Pvt Ltd,2-5 Yrs,"2,00,000 - 3,00,000 PA.","Navi Mumbai, Mumbai (All Areas)","it skills,ms sql,communication skills,customer support,customer service,data quality,excel,written communication",3 Days Ago,0,0,0,0,0,1,0,0
data analyst i,Dun & Bradstreet,1-4 Yrs,800000 - 1000000 PA.,Hyderabad,"computer science,data analysis,metadata,coding,rdbms,analytical,agile,data structures",30+ Days Ago,0,0,0,1,0,0,0,1
data analyst associate,Zobello,1-2 Yrs,800000 - 1100000 PA.,New Delhi,"presentation,data analysis,data modeling,data mining,spss,adobe,e commerce,good",30+ Days Ago,0,0,0,0,0,0,0,1
data analyst,Reval India Pvt. Ltd.,1-3 Yrs,700000 - 1100000 PA.,Noida,"verbal,sql server,python,written communication,excel,r,sql,microsoft power bi",2 Days Ago,0,1,0,0,0,0,0,0
data analyst - esg & corporate responsibility,PineBridge India Private Limited,2-3 Yrs,600000 - 1200000 PA.,Mumbai,"data analysis,bloomberg,regulatory reporting,risk analytics,analytical,portfolio analysis,corporate,data analyst",2 Days Ago,0,0,0,1,0,0,0,1
4 open positions -mis/data analyst on contract job with mnc- pune,RANDSTAD INDIA PVT LTD ,2-5 Yrs,"3,00,000 - 6,00,000 PA.",Pune(Kharadi),"it skills,oracle,sap,salesforce,pivot table,data quality,vba,segmentation",6 Days Ago,0,0,0,0,0,1,0,0
data analyst,NEEMTREE INTERNET PVT LTD,1-3 Yrs,700000 - 1300000 PA.,Noida,"google analytics,excel,adobe analytics,web sales,mysql,sales analytics,data analyst,data analytics",30+ Days Ago,0,0,0,0,0,0,0,0
data analyst,Multi-Act Equity Consultancy Pvt. Ltd.,3-5 Yrs,"6,50,000 - 15,00,000 PA.","Pune, Mumbai (All Areas)","r/python,data analysis,sql/plsql,b.e computer/it,advance level skillset with the microsoft office suite of products 2010/2013,strong analytical,and troubleshooting skills,bca/mca",3 Days Ago,0,1,0,1,0,0,0,1
data analyst,HEALTH ARX TECHNOLOGIES PRIVATE LIMITED,2-5 Yrs,700000 - 1000000 PA.,"New Delhi, Faridabad, Delhi / NCR","excel,data analysis,tableau,business analysis,sql,python",30+ Days Ago,0,1,0,0,0,0,0,1
associate data analyst,Optum,3-5 Yrs,700000 - 1100000 PA.,Hyderabad,"unix,sas,sql,it skills,testing,base sas,sas eg,sas di studio",4 Days Ago,0,0,0,0,0,1,0,0
business data analyst,Franklin Templeton,4-6 Yrs,1300000 - 1700000 PA.,Hyderabad,"front office,automation,excel,data management,analytical,asset management,investment management,business intelligence",4 Days Ago,0,0,0,1,0,0,0,0
data analyst,fundinfo AG,2-7 Yrs,700000 - 1100000 PA.,Chennai,"service delivery,time management,financial sector,mutual funds,analytical,ms outlook,finance,forensic",4 Days Ago,0,0,0,1,0,0,0,0
data analyst,InnoAge-Technologies PVT LTD,3-8 Yrs,"6,00,000 - 14,00,000 PA.",Greater Noida(Site-5 Gr Noida)(WFH during Covid),"power bi,ms sql development,data analytics,analytical,tableau,microsoft office,excel,ms sql",5 Days Ago,0,0,0,1,0,0,0,0
mis executive - data analyst,Nippon Data Systems Ltd,5-10 Yrs,1800000 - 2600000 PA.,New Delhi,"microstrategy,automation,erp,siebel,cms,mvc,oracle,data mining",5 Days Ago,0,0,0,0,0,0,0,0
reference data analyst,Deutsche Bank,2-5 Yrs,600000 - 1400000 PA.,Jaipur,"senior analyst,diversity and inclusion,finance,anti money laundering,standard operating procedures,banking,training and development,management",5 Days Ago,0,0,0,0,0,0,0,0
data analyst,MakerSon Pvt Ltd,3-7 Yrs,"7,00,000 - 15,00,000 PA.","New Delhi, Gurgaon, Delhi / NCR","microsoft power bi,looker,tableau,data studio,data analysis,data analytics,etl,sql",5 Days Ago,0,0,0,0,0,0,0,1
it product analyst _ business analyst_ data analyst,PARADISO SOFTWARE PRIVATE LIMITED,2-4 Yrs,800000 - 1300000 PA.,Pune,"product strategy,software development,data analysis,product management,sales operations,javascript,php,jquery",5 Days Ago,0,0,0,0,0,0,0,1
data analyst,Ipseity Group,1-3 Yrs,600000 - 1300000 PA.,Bhopal,"training,data analysis,excel,process improvement,xml,data collection,data quality,data analyst",30+ Days Ago,0,0,0,0,0,0,0,1
"immediate hiring for data analyst position, mumbai.",On Demand Agility Software,2-5 Yrs,700000 - 1400000 PA.,Mumbai(Powai),"alteryx,sap business objects,excel,data analysis,power bi,vba,sql,share point site management",6 Days Ago,0,0,0,0,0,0,0,1
data analyst,Crayon Data,2-7 Yrs,800000 - 1400000 PA.,Chennai(WFH during Covid),"it skills,big data,tableau,data analysis",6 Days Ago,0,0,0,0,0,1,1,1
web / data analyst,Darshan Soft-Tech Pvt. Ltd,1-4 Yrs,700000 - 1000000 PA.,Vadodara,"career development,ppc,digital analytics,google analytics,web technologies,analytical,international travel,e-commerce",30+ Days Ago,0,0,0,1,0,0,0,0
data analyst associate,Zobello,1-2 Yrs,700000 - 1100000 PA.,Delhi,"analytical skills,data analysis,tools,e-commerce,data analyst,spss,data mining,adobe",30+ Days Ago,0,0,0,1,0,0,0,1
data analyst,Knowledge Excel,2-5 Yrs,600000 - 900000 PA.,"Delhi, gaur","team management,excel,data management,analytical,data processing,data analyst,spss,wincross",30+ Days Ago,0,0,0,1,0,0,0,0
mis executive / data analyst / business analytics jobs- mnc,GABA Consultancy services ,0-5 Yrs,"2,25,000 - 4,50,000 PA.","Noida, New Delhi, Delhi / NCR","sales analysis,logistic regression,business analytics,banking,big data,reporting,statistics,data science",16 Days Ago,0,0,1,0,0,0,1,0
data analyst associate,Zobello,1-6 Yrs,800000 - 900000 PA.,"New Delhi, Delhi","sources,analysing,statistical tools,spss,adobe,e commerce,good analytical skills,experience",30+ Days Ago,0,0,0,1,0,0,0,0
